pakketnummer,gebied,item,soort,aantal_per_pakket,groep,volgorde
33.1,DOZEN,15,,1.0,,14
33.1p,DOZEN,14,,1.0,,13
33.1p,DOZEN,15,,1.0,,14
33.2,DOZEN,14,,1.0,,13
33.2p,DOZEN,2,,1.0,,1
34.1,DOZEN,15,,1.0,,14
34.1p,DOZEN,14,,1.0,,13
34.1p,DOZEN,15,,1.0,,14
34.2,DOZEN,14,,1.0,,13
34.2p,DOZEN,2,,1.0,,1
35.1,DOZEN,2,,1.0,,1
35.1p,DOZEN,12,,1.0,,11
36.1,DOZEN,3,,1.0,,2
36.1p,DOZEN,4,,1.0,,3
36.2,DOZEN,3,,1.0,,2
36.2p,DOZEN,4,,1.0,,3
36.3,DOZEN,3,,1.0,,2
36.3p,DOZEN,4,,1.0,,3
36.4,DOZEN,3,,1.0,,2
36.4p,DOZEN,4,,1.0,,3
36.5,DOZEN,3,,1.0,,2
36.5p,DOZEN,4,,1.0,,3
37.0,DOZEN,15,,1.0,,14
37.0p,DOZEN,1,,1.0,,0
39.0,DOZEN,15,,1.0,,14
39.0p,DOZEN,14,,1.0,,13
39.0p,DOZEN,15,,1.0,,14
39.1,DOZEN,1,,1.0,,0
39.1p,DOZEN,14,,1.0,,13
39.2,DOZEN,2,,1.0,,1
39.2p,DOZEN,12,,1.0,,11
40.1,DOZEN,3,,1.0,,2
40.1p,DOZEN,3,,1.0,,2
40.2,DOZEN,3,,1.0,,2
40.2p,DOZEN,3,,1.0,,2
40.3,DOZEN,3,,1.0,,2
40.3p,DOZEN,3,,1.0,,2
40.4,DOZEN,3,,1.0,,2
40.4p,DOZEN,3,,1.0,,2
40.5,DOZEN,3,,1.0,,2
40.5p,DOZEN,3,,1.0,,2
40.6,DOZEN,3,,1.0,,2
40.6p,DOZEN,3,,1.0,,2
40.7,DOZEN,3,,1.0,,2
40.7p,DOZEN,3,,1.0,,2
40.8,DOZEN,3,,1.0,,2
40.8p,DOZEN,3,,1.0,,2
41.1,DOZEN,3,,1.0,,2
41.1p,DOZEN,3,,1.0,,2
41.2,DOZEN,3,,1.0,,2
41.2p,DOZEN,3,,1.0,,2
41.3,DOZEN,8,,1.0,,7
41.3p,DOZEN,8,,1.0,,7
41.4,DOZEN,9,,1.0,,8
41.4p,DOZEN,9,,1.0,,8
44.1,DOZEN,15,,1.0,,14
44.1p,DOZEN,14,,1.0,,13
44.1p,DOZEN,15,,1.0,,14
44.2,DOZEN,14,,1.0,,13
44.2p,DOZEN,2,,1.0,,1
44.3,DOZEN,15,,1.0,,14
44.3p,DOZEN,14,,1.0,,13
44.3p,DOZEN,15,,1.0,,14
44.4,DOZEN,14,,1.0,,13
44.4p,DOZEN,2,,1.0,,1
44.5,DOZEN,15,,1.0,,14
44.5p,DOZEN,14,,1.0,,13
44.5p,DOZEN,15,,1.0,,14
44.6,DOZEN,14,,1.0,,13
44.6p,DOZEN,2,,1.0,,1
44.7,DOZEN,15,,1.0,,14
44.7p,DOZEN,14,,1.0,,13
44.7p,DOZEN,15,,1.0,,14
44.8,DOZEN,14,,1.0,,13
44.8p,DOZEN,2,,1.0,,1
50.1,DOZEN,3,,1.0,,2
50.1p,DOZEN,3,,1.0,,2
50.2,DOZEN,3,,1.0,,2
50.2p,DOZEN,3,,1.0,,2
52.1,DOZEN,1,,1.0,,0
52.1p,DOZEN,14,,1.0,,13
52.2,DOZEN,2,,1.0,,1
52.2p,DOZEN,12,,1.0,,11
53.1,DOZEN,1,,1.0,,0
53.1p,DOZEN,14,,1.0,,13
53.2,DOZEN,2,,1.0,,1
53.2p,DOZEN,12,,1.0,,11
54.1,DOZEN,1,,1.0,,0
54.1p,DOZEN,14,,1.0,,13
54.2,DOZEN,2,,1.0,,1
54.2p,DOZEN,12,,1.0,,11
55.1,DOZEN,1,,1.0,,0
55.1p,DOZEN,14,,1.0,,13
55.2,DOZEN,2,,1.0,,1
55.2p,DOZEN,12,,1.0,,11
56.1,DOZEN,2,,1.0,,1
56.1p,DOZEN,12,,1.0,,11
56.2,DOZEN,2,,1.0,,1
56.2p,DOZEN,12,,1.0,,11
56.3,DOZEN,1,,1.0,,0
56.3p,DOZEN,14,,1.0,,13
56.4,DOZEN,2,,1.0,,1
56.4p,DOZEN,12,,1.0,,11
57.1,DOZEN,11,,1.0,,10
57.1p,DOZEN,11,,1.0,,10
57.2,DOZEN,11,,1.0,,10
57.2p,DOZEN,11,,1.0,,10
57.3,DOZEN,11,,1.0,,10
57.3p,DOZEN,11,,1.0,,10
58.1,DOZEN,11,,1.0,,10
58.1p,DOZEN,11,,1.0,,10
58.2,DOZEN,11,,1.0,,10
58.2p,DOZEN,11,,1.0,,10
60.1,DOZEN,15,,1.0,,14
60.1p,DOZEN,14,,1.0,,13
60.1p,DOZEN,15,,1.0,,14
60.2,DOZEN,14,,1.0,,13
60.2p,DOZEN,2,,1.0,,1
61.1,DOZEN,15,,1.0,,14
61.1p,DOZEN,14,,1.0,,13
61.1p,DOZEN,15,,1.0,,14
61.2,DOZEN,14,,1.0,,13
61.2p,DOZEN,2,,1.0,,1
62.1,DOZEN,15,,1.0,,14
62.1p,DOZEN,14,,1.0,,13
62.1p,DOZEN,15,,1.0,,14
62.2,DOZEN,14,,1.0,,13
62.2p,DOZEN,2,,1.0,,1
63.1,DOZEN,1,,1.0,,0
63.1p,DOZEN,14,,1.0,,13
63.2,DOZEN,2,,1.0,,1
63.2p,DOZEN,12,,1.0,,11
64.1,DOZEN,15,,1.0,,14
64.1p,DOZEN,14,,1.0,,13
64.1p,DOZEN,15,,1.0,,14
64.2,DOZEN,14,,1.0,,13
64.2p,DOZEN,2,,1.0,,1
70.1,DOZEN,15,,1.0,,14
70.1p,DOZEN,14,,1.0,,13
70.1p,DOZEN,15,,1.0,,14
70.2,DOZEN,15,,1.0,,14
70.2p,DOZEN,14,,1.0,,13
70.2p,DOZEN,15,,1.0,,14
70.3,DOZEN,15,,1.0,,14
70.3p,DOZEN,14,,1.0,,13
70.3p,DOZEN,15,,1.0,,14
70.4,DOZEN,15,,1.0,,14
70.4p,DOZEN,14,,1.0,,13
70.4p,DOZEN,15,,1.0,,14
70.5,DOZEN,1,,1.0,,0
70.5p,DOZEN,14,,1.0,,13
70.6,DOZEN,2,,1.0,,1
70.6p,DOZEN,12,,1.0,,11
70.7,DOZEN,14,,1.0,,13
70.7p,DOZEN,2,,1.0,,1
70.8,DOZEN,14,,1.0,,13
70.8p,DOZEN,2,,1.0,,1
70.9,DOZEN,14,,1.0,,13
70.9p,DOZEN,2,,1.0,,1
70.10,DOZEN,15,,1.0,,14
70.10p,DOZEN,14,,1.0,,13
70.10p,DOZEN,15,,1.0,,14
70.11,DOZEN,14,,1.0,,13
70.11p,DOZEN,2,,1.0,,1
70.12,DOZEN,14,,1.0,,13
70.12p,DOZEN,2,,1.0,,1
71.0,DOZEN,15,,1.0,,14
71.0p,DOZEN,14,,1.0,,13
71.0p,DOZEN,15,,1.0,,14
71.1,DOZEN,14,,1.0,,13
71.1p,DOZEN,2,,1.0,,1
71.2,DOZEN,15,,1.0,,14
71.2p,DOZEN,14,,1.0,,13
71.2p,DOZEN,15,,1.0,,14
71.3,DOZEN,14,,1.0,,13
71.3p,DOZEN,2,,1.0,,1
71.4,DOZEN,15,,1.0,,14
71.4p,DOZEN,14,,1.0,,13
71.4p,DOZEN,15,,1.0,,14
71.5,DOZEN,14,,1.0,,13
71.5p,DOZEN,2,,1.0,,1
71.6,DOZEN,15,,1.0,,14
71.6p,DOZEN,14,,1.0,,13
71.6p,DOZEN,15,,1.0,,14
71.7,DOZEN,14,,1.0,,13
71.7p,DOZEN,2,,1.0,,1
71.8,DOZEN,1,,1.0,,0
71.8p,DOZEN,14,,1.0,,13
71.9,DOZEN,2,,1.0,,1
71.9p,DOZEN,12,,1.0,,11
72.0,DOZEN,8,,1.0,,7
72.0p,DOZEN,8,,1.0,,7
72.1,DOZEN,9,,1.0,,8
72.1p,DOZEN,9,,1.0,,8
72.2,DOZEN,8,,1.0,,7
72.2p,DOZEN,8,,1.0,,7
72.3,DOZEN,9,,1.0,,8
72.3p,DOZEN,9,,1.0,,8
72.4,DOZEN,8,,1.0,,7
72.4p,DOZEN,8,,1.0,,7
72.5,DOZEN,9,,1.0,,8
72.5p,DOZEN,9,,1.0,,8
72.6,DOZEN,8,,1.0,,7
72.6p,DOZEN,8,,1.0,,7
72.7,DOZEN,9,,1.0,,8
72.7p,DOZEN,9,,1.0,,8
72.8,DOZEN,8,,1.0,,7
72.8p,DOZEN,8,,1.0,,7
72.9,DOZEN,9,,1.0,,8
72.9p,DOZEN,9,,1.0,,8
100.1,DOZEN,10,,1.0,,9
100.1p,DOZEN,10,,1.0,,9
100.2,DOZEN,11,,1.0,,10
100.2p,DOZEN,11,,1.0,,10
100.3,DOZEN,3,,1.0,,2
100.3p,DOZEN,3,,1.0,,2
100.4,DOZEN,3,,1.0,,2
100.4p,DOZEN,3,,1.0,,2
100.5,DOZEN,3,,1.0,,2
100.5p,DOZEN,3,,1.0,,2
100.6,DOZEN,3,,1.0,,2
100.6p,DOZEN,3,,1.0,,2
101.6,DOZEN,1,,1.0,,0
101.6p,DOZEN,14,,1.0,,13
101.7,DOZEN,2,,1.0,,1
101.7p,DOZEN,12,,1.0,,11
102.1,DOZEN,9,,1.0,,8
102.1p,DOZEN,9,,1.0,,8
102.2,DOZEN,9,,1.0,,8
102.2p,DOZEN,9,,1.0,,8
103.1,DOZEN,15,,1.0,,14
103.1p,DOZEN,15,,1.0,,14
104.1,DOZEN,15,,1.0,,14
104.1p,DOZEN,14,,1.0,,13
104.1p,DOZEN,15,,1.0,,14
104.2,DOZEN,14,,1.0,,13
104.2p,DOZEN,2,,1.0,,1
105.0,DOZEN,15,,1.0,,14
105.0p,DOZEN,14,,1.0,,13
105.0p,DOZEN,15,,1.0,,14
105.1,DOZEN,15,,1.0,,14
105.1p,DOZEN,1,,1.0,,0
105.2,DOZEN,14,,1.0,,13
105.2p,DOZEN,2,,1.0,,1
106.0,DOZEN,15,,1.0,,14
106.0p,DOZEN,14,,1.0,,13
106.0p,DOZEN,15,,1.0,,14
106.1,DOZEN,15,,1.0,,14
106.1p,DOZEN,1,,1.0,,0
106.2,DOZEN,14,,1.0,,13
106.2p,DOZEN,2,,1.0,,1
107.0,DOZEN,15,,1.0,,14
107.0p,DOZEN,14,,1.0,,13
107.0p,DOZEN,15,,1.0,,14
107.1,DOZEN,15,,1.0,,14
107.1p,DOZEN,1,,1.0,,0
107.2,DOZEN,14,,1.0,,13
107.2p,DOZEN,2,,1.0,,1
114.1,DOZEN,9,,1.0,,8
114.1p,DOZEN,9,,1.0,,8
115.1,DOZEN,9,,1.0,,8
115.1p,DOZEN,9,,1.0,,8
116.1,DOZEN,9,,1.0,,8
116.1p,DOZEN,9,,1.0,,8
117.1,DOZEN,9,,1.0,,8
117.1p,DOZEN,9,,1.0,,8
118.1,DOZEN,9,,1.0,,8
118.1p,DOZEN,9,,1.0,,8
119.1,DOZEN,9,,1.0,,8
119.1p,DOZEN,9,,1.0,,8
120.1,DOZEN,9,,1.0,,8
120.1p,DOZEN,9,,1.0,,8
121.1,DOZEN,8,,1.0,,7
121.1p,DOZEN,8,,1.0,,7
122.1,DOZEN,8,,1.0,,7
122.1p,DOZEN,8,,1.0,,7
123.1,DOZEN,8,,1.0,,7
123.1p,DOZEN,8,,1.0,,7
128.1,DOZEN,3,,1.0,,2
128.1p,DOZEN,3,,1.0,,2
128.2,DOZEN,3,,1.0,,2
128.2p,DOZEN,3,,1.0,,2
141.1,DOZEN,3,,1.0,,2
141.1p,DOZEN,3,,1.0,,2
141.2,DOZEN,3,,1.0,,2
141.2p,DOZEN,3,,1.0,,2
141.3,DOZEN,10,,1.0,,9
141.3p,DOZEN,10,,1.0,,9
141.4,DOZEN,11,,1.0,,10
141.4p,DOZEN,11,,1.0,,10
150.1,DOZEN,3,,1.0,,2
150.1p,DOZEN,3,,1.0,,2
150.2,DOZEN,10,,1.0,,9
150.2p,DOZEN,10,,1.0,,9
150.3,DOZEN,11,,1.0,,10
150.3p,DOZEN,11,,1.0,,10
150.4,DOZEN,11,,1.0,,10
150.4p,DOZEN,11,,1.0,,10
151.1,DOZEN,3,,1.0,,2
151.1p,DOZEN,3,,1.0,,2
151.2,DOZEN,10,,1.0,,9
151.2p,DOZEN,10,,1.0,,9
151.3,DOZEN,10,,1.0,,9
151.3p,DOZEN,10,,1.0,,9
151.4,DOZEN,11,,1.0,,10
151.4p,DOZEN,11,,1.0,,10
152.1,DOZEN,3,,1.0,,2
152.1p,DOZEN,3,,1.0,,2
152.2,DOZEN,10,,1.0,,9
152.2p,DOZEN,10,,1.0,,9
152.3,DOZEN,11,,1.0,,10
152.3p,DOZEN,11,,1.0,,10
152.4,DOZEN,11,,1.0,,10
152.4p,DOZEN,11,,1.0,,10
153.1,DOZEN,3,,1.0,,2
153.1p,DOZEN,3,,1.0,,2
153.2,DOZEN,10,,1.0,,9
153.2p,DOZEN,10,,1.0,,9
153.3,DOZEN,11,,1.0,,10
153.3p,DOZEN,11,,1.0,,10
153.4,DOZEN,11,,1.0,,10
153.4p,DOZEN,11,,1.0,,10
160.1,DOZEN,11,,1.0,,10
160.1p,DOZEN,11,,1.0,,10
161.0,DOZEN,10,,1.0,,9
161.0p,DOZEN,10,,1.0,,9
161.1,DOZEN,10,,1.0,,9
161.1p,DOZEN,10,,1.0,,9
161.2,DOZEN,11,,1.0,,10
161.2p,DOZEN,11,,1.0,,10
200.0,DOZEN,3,,1.0,,2
200.0p,DOZEN,3,,1.0,,2
200.1,DOZEN,3,,1.0,,2
200.1p,DOZEN,3,,1.0,,2
200.2,DOZEN,3,,1.0,,2
200.2p,DOZEN,3,,1.0,,2
200.3,DOZEN,3,,1.0,,2
200.3p,DOZEN,3,,1.0,,2
200.4,DOZEN,3,,1.0,,2
200.4p,DOZEN,3,,1.0,,2
200.5,DOZEN,3,,1.0,,2
200.5p,DOZEN,3,,1.0,,2
200.6,DOZEN,3,,1.0,,2
200.6p,DOZEN,3,,1.0,,2
200.7,DOZEN,3,,1.0,,2
200.7p,DOZEN,3,,1.0,,2
200.8,DOZEN,3,,1.0,,2
200.8p,DOZEN,3,,1.0,,2
200.9,DOZEN,3,,1.0,,2
200.9p,DOZEN,3,,1.0,,2
201.0,DOZEN,9,,1.0,,8
201.0p,DOZEN,9,,1.0,,8
201.1,DOZEN,9,,1.0,,8
201.1p,DOZEN,9,,1.0,,8
201.2,DOZEN,9,,1.0,,8
201.2p,DOZEN,9,,1.0,,8
201.3,DOZEN,9,,1.0,,8
201.3p,DOZEN,9,,1.0,,8
201.4,DOZEN,9,,1.0,,8
201.4p,DOZEN,9,,1.0,,8
201.5,DOZEN,9,,1.0,,8
201.5p,DOZEN,9,,1.0,,8
201.6,DOZEN,9,,1.0,,8
201.6p,DOZEN,9,,1.0,,8
202.0,DOZEN,10,,1.0,,9
202.0p,DOZEN,10,,1.0,,9
202.1,DOZEN,10,,1.0,,9
202.1p,DOZEN,10,,1.0,,9
202.2,DOZEN,10,,1.0,,9
202.2p,DOZEN,10,,1.0,,9
202.3,DOZEN,10,,1.0,,9
202.3p,DOZEN,10,,1.0,,9
202.4,DOZEN,10,,1.0,,9
202.4p,DOZEN,10,,1.0,,9
204.0,DOZEN,10,,1.0,,9
204.0p,DOZEN,10,,1.0,,9
204.1,DOZEN,10,,1.0,,9
204.1p,DOZEN,10,,1.0,,9
204.2,DOZEN,10,,1.0,,9
204.2p,DOZEN,10,,1.0,,9
204.3,DOZEN,10,,1.0,,9
204.3p,DOZEN,10,,1.0,,9
206.1,DOZEN,3,,1.0,,2
206.1p,DOZEN,3,,1.0,,2
206.2,DOZEN,3,,1.0,,2
206.2p,DOZEN,3,,1.0,,2
206.3,DOZEN,3,,1.0,,2
206.3p,DOZEN,3,,1.0,,2
206.4,DOZEN,3,,1.0,,2
206.4p,DOZEN,3,,1.0,,2
207.0,DOZEN,3,,1.0,,2
207.0p,DOZEN,3,,1.0,,2
207.1,DOZEN,3,,1.0,,2
207.1p,DOZEN,3,,1.0,,2
207.2,DOZEN,3,,1.0,,2
207.2p,DOZEN,3,,1.0,,2
207.3,DOZEN,3,,1.0,,2
207.3p,DOZEN,3,,1.0,,2
207.4,DOZEN,4,,1.0,,3
207.4p,DOZEN,4,,1.0,,3
209.0,DOZEN,3,,1.0,,2
209.0p,DOZEN,3,,1.0,,2
209.1,DOZEN,3,,1.0,,2
209.1p,DOZEN,3,,1.0,,2
209.2,DOZEN,3,,1.0,,2
209.2p,DOZEN,3,,1.0,,2
209.3,DOZEN,3,,1.0,,2
209.3p,DOZEN,3,,1.0,,2
209.4,DOZEN,3,,1.0,,2
209.4p,DOZEN,3,,1.0,,2
209.5,DOZEN,4,,1.0,,3
209.5p,DOZEN,4,,1.0,,3
210.0,DOZEN,3,,1.0,,2
210.0p,DOZEN,3,,1.0,,2
210.1,DOZEN,3,,1.0,,2
210.1p,DOZEN,3,,1.0,,2
210.2,DOZEN,3,,1.0,,2
210.2p,DOZEN,3,,1.0,,2
210.3,DOZEN,3,,1.0,,2
210.3p,DOZEN,3,,1.0,,2
210.4,DOZEN,4,,1.0,,3
210.4p,DOZEN,4,,1.0,,3
230.1,DOZEN,9,,1.0,,8
230.1p,DOZEN,9,,1.0,,8
231.1,DOZEN,9,,1.0,,8
231.1p,DOZEN,9,,1.0,,8
232.1,DOZEN,9,,1.0,,8
232.1p,DOZEN,9,,1.0,,8
233.1,DOZEN,9,,1.0,,8
233.1p,DOZEN,9,,1.0,,8
234.1,DOZEN,9,,1.0,,8
234.1p,DOZEN,9,,1.0,,8
235.1,DOZEN,9,,1.0,,8
235.1p,DOZEN,9,,1.0,,8
236.0,DOZEN,1,,1.0,,0
236.0p,DOZEN,14,,1.0,,13
236.1,DOZEN,9,,1.0,,8
236.1p,DOZEN,9,,1.0,,8
237.0,DOZEN,15,,1.0,,14
237.0p,DOZEN,14,,1.0,,13
237.0p,DOZEN,15,,1.0,,14
237.1,DOZEN,9,,1.0,,8
237.1p,DOZEN,9,,1.0,,8
249.0,DOZEN,15,,1.0,,14
249.0p,DOZEN,1,,1.0,,0
249.1,DOZEN,15,,1.0,,14
249.1p,DOZEN,14,,1.0,,13
249.1p,DOZEN,15,,1.0,,14
249.2,DOZEN,14,,1.0,,13
249.2p,DOZEN,2,,1.0,,1
249.3,DOZEN,15,,1.0,,14
249.3p,DOZEN,14,,1.0,,13
249.3p,DOZEN,15,,1.0,,14
249.4,DOZEN,14,,1.0,,13
249.4p,DOZEN,2,,1.0,,1
250.1,DOZEN,11,,1.0,,10
250.1p,DOZEN,11,,1.0,,10
250.2,DOZEN,11,,1.0,,10
250.2p,DOZEN,11,,1.0,,10
251.1,DOZEN,11,,1.0,,10
251.1p,DOZEN,11,,1.0,,10
251.2,DOZEN,11,,1.0,,10
251.2p,DOZEN,11,,1.0,,10
252.1,DOZEN,11,,1.0,,10
252.1p,DOZEN,11,,1.0,,10
252.2,DOZEN,11,,1.0,,10
252.2p,DOZEN,11,,1.0,,10
253.1,DOZEN,3,,1.0,,2
253.1p,DOZEN,3,,1.0,,2
253.2,DOZEN,10,,1.0,,9
253.2p,DOZEN,10,,1.0,,9
254.1,DOZEN,11,,1.0,,10
254.1p,DOZEN,11,,1.0,,10
254.2,DOZEN,11,,1.0,,10
254.2p,DOZEN,11,,1.0,,10
255.1,DOZEN,11,,1.0,,10
255.1p,DOZEN,11,,1.0,,10
255.2,DOZEN,11,,1.0,,10
255.2p,DOZEN,11,,1.0,,10
256.1,DOZEN,11,,1.0,,10
256.1p,DOZEN,11,,1.0,,10
256.2,DOZEN,11,,1.0,,10
256.2p,DOZEN,11,,1.0,,10
257.1,DOZEN,11,,1.0,,10
257.1p,DOZEN,11,,1.0,,10
257.2,DOZEN,11,,1.0,,10
257.2p,DOZEN,11,,1.0,,10
258.1,DOZEN,11,,1.0,,10
258.1p,DOZEN,11,,1.0,,10
258.2,DOZEN,11,,1.0,,10
258.2p,DOZEN,11,,1.0,,10
259.1,DOZEN,11,,1.0,,10
259.1p,DOZEN,11,,1.0,,10
259.2,DOZEN,11,,1.0,,10
259.2p,DOZEN,11,,1.0,,10
260.1,DOZEN,11,,1.0,,10
260.1p,DOZEN,11,,1.0,,10
260.2,DOZEN,11,,1.0,,10
260.2p,DOZEN,11,,1.0,,10
261.1,DOZEN,11,,1.0,,10
261.1p,DOZEN,11,,1.0,,10
261.2,DOZEN,11,,1.0,,10
261.2p,DOZEN,11,,1.0,,10
262.1,DOZEN,11,,1.0,,10
262.1p,DOZEN,11,,1.0,,10
262.2,DOZEN,11,,1.0,,10
262.2p,DOZEN,11,,1.0,,10
263.1,DOZEN,3,,1.0,,2
263.1p,DOZEN,3,,1.0,,2
263.2,DOZEN,10,,1.0,,9
263.2p,DOZEN,10,,1.0,,9
264.1,DOZEN,3,,1.0,,2
264.1p,DOZEN,3,,1.0,,2
264.2,DOZEN,3,,1.0,,2
264.2p,DOZEN,3,,1.0,,2
269.1,DOZEN,15,,1.0,,14
269.1p,DOZEN,1,,1.0,,0
270.0,DOZEN,8,,1.0,,7
270.0p,DOZEN,8,,1.0,,7
270.1,DOZEN,8,,1.0,,7
270.1p,DOZEN,8,,1.0,,7
270.2,DOZEN,9,,1.0,,8
270.2p,DOZEN,9,,1.0,,8
271.1,DOZEN,8,,1.0,,7
271.1p,DOZEN,8,,1.0,,7
271.2,DOZEN,9,,1.0,,8
271.2p,DOZEN,9,,1.0,,8
272.1,DOZEN,3,,1.0,,2
272.1p,DOZEN,3,,1.0,,2
272.2,DOZEN,4,,1.0,,3
272.2p,DOZEN,4,,1.0,,3
272.3,DOZEN,4,,1.0,,3
272.3p,DOZEN,4,,1.0,,3
273.1,DOZEN,3,,1.0,,2
273.1p,DOZEN,3,,1.0,,2
273.2,DOZEN,4,,1.0,,3
273.2p,DOZEN,4,,1.0,,3
273.3,DOZEN,4,,1.0,,3
273.3p,DOZEN,4,,1.0,,3
274.1,DOZEN,7,,1.0,,6
274.1p,DOZEN,7,,1.0,,6
274.2,DOZEN,7,,1.0,,6
274.2p,DOZEN,7,,1.0,,6
274.3,DOZEN,7,,1.0,,6
274.3p,DOZEN,7,,1.0,,6
274.4,DOZEN,7,,1.0,,6
274.4p,DOZEN,7,,1.0,,6
274.5,DOZEN,7,,1.0,,6
274.5p,DOZEN,7,,1.0,,6
275.1,DOZEN,3,,1.0,,2
275.1p,DOZEN,3,,1.0,,2
275.2,DOZEN,10,,1.0,,9
275.2p,DOZEN,10,,1.0,,9
276.1,DOZEN,3,,1.0,,2
276.1p,DOZEN,3,,1.0,,2
276.2,DOZEN,10,,1.0,,9
276.2p,DOZEN,10,,1.0,,9
277.1,DOZEN,3,,1.0,,2
277.1p,DOZEN,3,,1.0,,2
277.2,DOZEN,10,,1.0,,9
277.2p,DOZEN,10,,1.0,,9
278.1,DOZEN,3,,1.0,,2
278.1p,DOZEN,3,,1.0,,2
278.2,DOZEN,10,,1.0,,9
278.2p,DOZEN,10,,1.0,,9
279.1,DOZEN,10,,1.0,,9
279.1p,DOZEN,10,,1.0,,9
279.2,DOZEN,11,,1.0,,10
279.2p,DOZEN,11,,1.0,,10
279.3,DOZEN,10,,1.0,,9
279.3p,DOZEN,10,,1.0,,9
279.4,DOZEN,10,,1.0,,9
279.4p,DOZEN,10,,1.0,,9
280.1,DOZEN,3,,1.0,,2
280.1p,DOZEN,3,,1.0,,2
280.2,DOZEN,3,,1.0,,2
280.2p,DOZEN,3,,1.0,,2
281.1,DOZEN,3,,1.0,,2
281.1p,DOZEN,3,,1.0,,2
281.2,DOZEN,3,,1.0,,2
281.2p,DOZEN,3,,1.0,,2
281.3,DOZEN,4,,1.0,,3
281.3p,DOZEN,4,,1.0,,3
282.1,DOZEN,3,,1.0,,2
282.1p,DOZEN,3,,1.0,,2
282.2,DOZEN,3,,1.0,,2
282.2p,DOZEN,3,,1.0,,2
282.3,DOZEN,4,,1.0,,3
282.3p,DOZEN,4,,1.0,,3
283.1,DOZEN,3,,1.0,,2
283.1p,DOZEN,3,,1.0,,2
283.2,DOZEN,3,,1.0,,2
283.2p,DOZEN,3,,1.0,,2
283.3,DOZEN,4,,1.0,,3
283.3p,DOZEN,4,,1.0,,3
290.1,DOZEN,3,,1.0,,2
290.1p,DOZEN,3,,1.0,,2
290.2,DOZEN,3,,1.0,,2
290.2p,DOZEN,3,,1.0,,2
291.1,DOZEN,3,,1.0,,2
291.1p,DOZEN,3,,1.0,,2
291.2,DOZEN,3,,1.0,,2
291.2p,DOZEN,3,,1.0,,2
292.1,DOZEN,3,,1.0,,2
292.1p,DOZEN,3,,1.0,,2
292.2,DOZEN,3,,1.0,,2
292.2p,DOZEN,3,,1.0,,2
293.1,DOZEN,3,,1.0,,2
293.1p,DOZEN,3,,1.0,,2
293.2,DOZEN,3,,1.0,,2
293.2p,DOZEN,3,,1.0,,2
294.1,DOZEN,3,,1.0,,2
294.1p,DOZEN,3,,1.0,,2
294.2,DOZEN,3,,1.0,,2
294.2p,DOZEN,3,,1.0,,2
295.1,DOZEN,3,,1.0,,2
295.1p,DOZEN,3,,1.0,,2
295.2,DOZEN,3,,1.0,,2
295.2p,DOZEN,3,,1.0,,2
296.1,DOZEN,3,,1.0,,2
296.1p,DOZEN,3,,1.0,,2
296.2,DOZEN,3,,1.0,,2
296.2p,DOZEN,3,,1.0,,2
297.1,DOZEN,3,,1.0,,2
297.1p,DOZEN,3,,1.0,,2
297.2,DOZEN,10,,1.0,,9
297.2p,DOZEN,10,,1.0,,9
298.1,DOZEN,3,,1.0,,2
298.1p,DOZEN,3,,1.0,,2
298.2,DOZEN,10,,1.0,,9
298.2p,DOZEN,10,,1.0,,9
299.1,DOZEN,3,,1.0,,2
299.1p,DOZEN,3,,1.0,,2
299.2,DOZEN,10,,1.0,,9
299.2p,DOZEN,10,,1.0,,9
300.1,DOZEN,3,,1.0,,2
300.1p,DOZEN,3,,1.0,,2
300.2,DOZEN,10,,1.0,,9
300.2p,DOZEN,10,,1.0,,9
301.1,DOZEN,3,,1.0,,2
301.1p,DOZEN,3,,1.0,,2
301.2,DOZEN,10,,1.0,,9
301.2p,DOZEN,10,,1.0,,9
302.1,DOZEN,3,,1.0,,2
302.1p,DOZEN,3,,1.0,,2
302.2,DOZEN,10,,1.0,,9
302.2p,DOZEN,10,,1.0,,9
303.1,DOZEN,3,,1.0,,2
303.1p,DOZEN,3,,1.0,,2
303.2,DOZEN,10,,1.0,,9
303.2p,DOZEN,10,,1.0,,9
304.1,DOZEN,3,,1.0,,2
304.1p,DOZEN,3,,1.0,,2
304.2,DOZEN,10,,1.0,,9
304.2p,DOZEN,10,,1.0,,9
305.1,DOZEN,3,,1.0,,2
305.1p,DOZEN,3,,1.0,,2
305.2,DOZEN,10,,1.0,,9
305.2p,DOZEN,10,,1.0,,9
306.1,DOZEN,10,,1.0,,9
306.1p,DOZEN,10,,1.0,,9
306.2,DOZEN,10,,1.0,,9
306.2p,DOZEN,10,,1.0,,9
306.3,DOZEN,3,,1.0,,2
306.3p,DOZEN,3,,1.0,,2
306.4,DOZEN,3,,1.0,,2
306.4p,DOZEN,3,,1.0,,2
310.1,DOZEN,KB,,1.0,,16
310.1p,DOZEN,KB,,1.0,,16
310.2,DOZEN,KB,,1.0,,16
310.2p,DOZEN,KB,,1.0,,16
330.1,DOZEN,3,,1.0,,2
330.1p,DOZEN,3,,1.0,,2
330.2,DOZEN,3,,1.0,,2
330.2p,DOZEN,3,,1.0,,2
331.1,DOZEN,3,,1.0,,2
331.1p,DOZEN,3,,1.0,,2
331.2,DOZEN,3,,1.0,,2
331.2p,DOZEN,3,,1.0,,2
332.1,DOZEN,3,,1.0,,2
